_id,idpalabra,letra,palabra,descripcion
8956,8956,Fr,Bracelet en or porté à l'avant bras richement orné de plumes de quetzal.,MATEMECATL
8957,8957,Fr,Bracelet en or porté à l'avant bras richement orné de plumes de quetzal.,MATEMECATL
8958,8958,Fr,,māticēhuac
8959,8959,Fr,"Unité de longueur, brasse.",MATL
8960,8960,Fr,Montagne divinisée à laquelle on rendait un culte.,MATLALCUEYEH
8961,8961,Fr,,mātlāltotōnqui
8962,8962,Fr,écraser qqn. dans un filet. Mise à mort rituelle chez les Matlatzinca.,MATLAPATZCA tē-.
8963,8963,Fr,Nom d’un ornement du bras.,MATLAPILOLLI
8964,8964,Fr,Nom d’un ornement du bras.,MATLAPILOLLI
8965,8965,Fr,,mātlapilōlli Nom d’un ornement du bras.
8966,8966,Fr,,mātlapilōlli Nom d’un ornement du bras.
8967,8967,Fr,se brûler aux doigts et aux poignets en l'honneur de la constellation mamalhuaztli.,MATLATIA
8968,8968,Fr,,matzahtli
8969,8969,Fr,Enflure du bras due à une entorse.,MATZATZAPALIHCIHUIZTLI
8970,8970,Fr,"Bague, anneau porté au doigt ou au bras.",MATZATZAZTLI
8971,8971,Fr,"Bague, anneau porté au doigt ou au bras.",MATZATZAZTLI
8972,8972,Fr,être paralysé d'une main ou d'un bras.,MATZICOLIHUI
8973,8973,Fr,Rhumatismes articulaires qui déforment et paralysent la main.,MATZITZICOLIHUIZTLI
8974,8974,Fr,Perce-oreille.,MAXALLI
8975,8975,Fr,Bague.,MAXITLAZTLI
8976,8976,Fr,Bague.,MAXITLAZTLI
8977,8977,Fr,,maxten
8978,8978,Fr,"Pagne. Pièce de tissu que les hommes enroulaient autour de leur taille, puis faisaient passer entre leurs jambes.",MAXTLATL
8979,8979,Fr,Pagne.,MAXTLATL
8980,8980,Fr,"Pagne. Pièce de tissu que les hommes enroulaient autour de leur taille, puis faisaient passer entre leurs jambes.",MAXTLATL
8981,8981,Fr,Déesse de l'agave.,MAYAHUEL
8982,8982,Fr,Pendants d'oreille faits d'escarbots verts.,MAYANACOCHTLI
8983,8983,Fr,Pendants d'oreille faits d'escarbots verts.,MAYANACOCHTLI
8984,8984,Fr,pendants d'oreille faits d'escarbots verts.,MAYANANACOCHTLI
8985,8985,Fr,pendants d'oreille faits d'escarbots verts.,MAYANANACOCHTLI
8986,8986,Fr,Scarabée de couleur verte.,MAYATL
8987,8987,Fr,Tique.,MAZAATEMITL
8988,8988,Fr,"Cerf', nom du 7ème signe du calendrier rituel.",MAZATL
8989,8989,Fr,"ou MAZAXOCOCUAHUITL Prunier mombin, espèce de prunier du Mexique. Spondias mombin sp. de la famille des Anacardiacées.",MAZAXOCOTL
8990,8990,Fr,Les cordes qui permettaient de maintenir la toile sur le métier à tisser.,MECAMAXALLI
8991,8991,Fr,Pagne de cordes.,MECAMAXTLATL
8992,8992,Fr,Pagne de cordes.,MECAMAXTLATL
8993,8993,Fr,Pagne de cordes.,MECAMAXTLATL
8994,8994,Fr,,mecapahtli
8995,8995,Fr,"mesure linéaire qui sert à évaluer des surfaces de terres dans le Codex de Zempoala, Cf. aussi TLALMECATL",MECATL
8996,8996,Fr,,mecaxōchitl
8997,8997,Fr,Nom du grand prètre qui guida les Aztèques.,MECIHTLI
8998,8998,Fr,,"memēya, Euphorbia sp."
8999,8999,Fr,,memēyal
9000,9000,Fr,,menanacatl
9001,9001,Fr,,metl
9002,9002,Fr,,metzompahtli
9003,9003,Fr,Nom d'une tumeur.,MEXHUALIZTLI
9004,9004,Fr,"ou MEXIH, nom divin porté par Huitzilopochtli.",MEXIHTLI
9005,9005,Fr,,mexihuitl
9006,9006,Fr,,mexixin
9007,9007,Fr,,mexixquilitl
9008,9008,Fr,,mexōchitl
9009,9009,Fr,"Parure portée sur le dos, de forme rayonnante.",MEYOHTLI
9010,9010,Fr,"Parure portée sur le dos, de forme rayonnante.",MEYOHTLI
9011,9011,Fr,Variété de Saule.,MICCAAHUEXOTL
9012,9012,Fr,,"miccāāhuexōtl, variété de saule."
9013,9013,Fr,"prendre un bain funéraire, se baigner pour le mort.",MICCAALTIA mo-.
9014,9014,Fr,L'une des divinité féminine de la Mort.,MICCAPETLACALLI
9015,9015,Fr,,miccātlachpāhuāztli
9016,9016,Fr,,miccātlacotl
9017,9017,Fr,,miccāxoxocoyolin
9018,9018,Fr,Espèce de mouche.,MICCAZAYOLIN
9019,9019,Fr,Nom nahuatl du dieu tarasque: Taras.,MICHHUAHCATL
9020,9020,Fr,,michihuauhtli
9021,9021,Fr,"on meurt, il y a des morts. Se rapporte plus particulièrement à la mise à mort rituelle.",MICOHUA
9022,9022,Fr,"ou MICTLANCIHUATL, associée à Mictlan Teuctli, seigneur des morts.",MICTECACIHUATL
9023,9023,Fr,Seigneur des morts.,MICTLAN TEUCTLI
9024,9024,Fr,Jupe finement ouvragée.,MIHMATCACUEITL
9025,9025,Fr,Blouse finement ouvragée.,MIHMATCAHUIPILLI
9026,9026,Fr,Une mante finement ouvragée.,MIHMATCATILMAHTLI
9027,9027,Fr,Qui est orné de motifs en forme de poisson.,MIHMICHCHOH
9028,9028,Fr,Qui est orné de motifs en forme de poisson.,MIHMICHCHOH
9029,9029,Fr,,mīlchīlli
9030,9030,Fr,L'un des dieux du feu.,MILINTOC
9031,9031,Fr,,mīltomatl
9032,9032,Fr,"s'engourdir, être paralysé, avoir une attaque, une quinte, une crise d'épilepsie.",MIMIQUI
9033,9033,Fr,"pluriel sur Mixcoatl, les 'Serpents des nuages' ou Tornades, divinités associées aux plaines arides au Nord et à la Voie Lactée. Ancètres mythiques des Chichimèques.",MIMIXCOAH
9034,9034,Fr,Insecte mellifère petit et mince. Il vit dans les forêts des terres chaudes. Il a des ailes et des pattes. Il pique et produit du miel.,MIMIYAHUATL
9035,9035,Fr,"Mort', nom du 6ème signe du calendrier rituel.",MIQUIZTLI
9036,9036,Fr,"mesure de longueur, depuis le coude jusqu'à l'extrémité de l'autre main. Cf. cemmītl.",MITL
9037,9037,Fr,Qui a une couronne faite de hampes de flèches.,MITZONEH
9038,9038,Fr,Qui a une couronne faite de hampes de flèches.,MITZONEH
9039,9039,Fr,"Pleureur, qui répand des larmes abondamment.",MIXAYOMATEMANI
9040,9040,Fr,"Pleureur, qui répand des larmes abondamment.",MIXAYOPATZCANI
9041,9041,Fr,"Dieu de la chasse, principalement vénéré chez les Otomis et les Chichimèques.",MIXCOATL
9042,9042,Fr,,miyāhuapahtli
9043,9043,Fr,Longues et fines plumes de quetzal qui ornent une coiffe.,MIYAHUATOCTLI
9044,9044,Fr,Longues et fines plumes de quetzal qui ornent une coiffe.,MIYAHUATOCTLI
9045,9045,Fr,"Orné du motif du mezquite, sans doute en forme de spirales.",MIZQUINECHIHUALEH
9046,9046,Fr,"Orné du motif du mezquite, sans doute en forme de spirales.",MIZQUINECHIHUALEH
9047,9047,Fr,,mizquiquilitl
9048,9048,Fr,"Prosopis commun ou prosopis mesquite, arbre légumineux aux graines comestibles et dont on extrait la résine. Prosopis juliflora",MIZQUITL
9049,9049,Fr,,mizquitl
9050,9050,Fr,,mizquixōchicopalli
9051,9051,Fr,"Souffrant, malade.",MOCOCOHQUI
9052,9052,Fr,qui souffre de la rate.,MOCOMALCOCOANI
9053,9053,Fr,,mohuihtli
9054,9054,Fr,"Il se moque', l'un des noms de Tezcatlipoca.",MOQUEHQUELOA
9055,9055,Fr,,mōyōāyacachtli
9056,9056,Fr,"il se gouverne lui-même', l'un des noms de Tezcatlipoca.",MOYOCOYA
9057,9057,Fr,Moustique.,MOYOTL
9058,9058,Fr,,mōzōquilitl
9059,9059,Fr,,mōzōquilxōchitl
9060,9060,Fr,,mōzōtl
9061,9061,Fr,Boucle d'oreille.,NACAZCHAMPOCHTLI
9062,9062,Fr,Boucle d'oreille.,NACAZCHAMPOCHTLI
9063,9063,Fr,,nacazcol
9064,9064,Fr,,nacazcōlōtl
9065,9065,Fr,Maladie des oreilles.,NACAZPALANILIZTLI
9066,9066,Fr,"Boucle, pendant d'oreille.",NACAZPIPILOLLI
9067,9067,Fr,"Boucle, pendant d'oreille.",NACAZPIPILOLLI
9068,9068,Fr,Espèce de sauterelle.,NACAZTATAPA
9069,9069,Fr,Ornement de l'oreille en forme de hache.,NACAZTEPOZTLI
9070,9070,Fr,Ornement de l'oreille en forme de hache.,NACAZTEPOZTLI
9071,9071,Fr,se percer les oreilles pour offrir de son sang.,NACAZTEQUI
9072,9072,Fr,,nacaztli
9073,9073,Fr,,nacaztli
9074,9074,Fr,"Pendant, boucle d'oreille",NACOCHTLI
9075,9075,Fr,"Pendant, boucle d'oreille",NACOCHTLI
9076,9076,Fr,"Semble être l'un des titre de Quetzalcoatl. Honoré à Acxotlân, l'un des 'barrio' des marchands à Tenochtilan comme l'un des frères de Yahcatêuctli, dieu des voyageurs..",NACXITL
9077,9077,Fr,,nahnacaceh
9078,9078,Fr,"Prince-Sorcier, l'une des divinités protectrices des tailleurs de pierre.",NAHUALPILLI
9079,9079,Fr,"Titre divin: Seigneur-Magicien,",NAHUALTEUCTLI
9080,9080,Fr,"tlôqueh nâhuaqueh, expression qui dit l'ubicuité de la divinité, on traduit souvent par Seigneur de la Proximité.",NAHUAQUEH
9081,9081,Fr,"v.réfl., se tenir soi-même avec les bras.",NAHUATEQUI
9082,9082,Fr,Nombre,Nahuatl
9083,9083,Fr,4,nāhui
9084,9084,Fr,"L'une des divinités honorée à Acxotlân, l'un des 'barrio' des marchands à Tenochtilan.",NAHUI EHECATL
9085,9085,Fr,,nāhui ītepotz
9086,9086,Fr,,nahuitepotz
9087,9087,Fr,"mesure de longueur, quatre brasses. environs 6m50.",NAMMATL
9088,9088,Fr,,nanacatl
9089,9089,Fr,"Bubons, pustules.",NANAHUATL
9090,9090,Fr,"ou NANAHUATZIN, divinité couverte de pustules qui selon la légende est devenu le Soleil.",NANAHUATL
9091,9091,Fr,,nanāhuāxihuitl
9092,9092,Fr,nom d'une victime féminine sacrifiée à Tzommolco en l'honneur de Xiuhteuctli.,NANCOTLACEUHQUI
9093,9093,Fr,"Mère, titre d'une divinité féminine en particulier de Têteoh Innân, la Mères des Dieux. L'expression in tonân in totah, 'notre mère et notre père' est une invocation adressée à des divinités souvent masculines telles de Mictlân Têucli ou Tlâltêuctli.",NANTLI
9094,9094,Fr,,"nāntzincuahuitl, Chlorophora tinctoria."
9095,9095,Fr,"Quatre-Mouvement'. L'un des jours du calendrier rituel et nom de la cinquième ère cosmique, l'ère actuelle, le cinquième 'Soleil'.",NAOLIN
9096,9096,Fr,L'un des noms du Soleil.,NAOLIN
9097,9097,Fr,,NAOLIN
9098,9098,Fr,,naolin.jpg (12 Ko)
9099,9099,Fr,"ou NAUHCAMPA ou NAUHCAMPAIXTIN quatre fois ou vers les quatre points cardinaux, le nombre quatre, en relation avec les points cardinaux, joue un rôle important dans les rituels.",NAPPA
9100,9100,Fr,appartient aux Tlaloqueh. Il est particulièrement honoré par les fabriquants de nattes. C'est lui qui leur a enseigné leur art et il assure la croissance des roseaux et des joncs.,NAPPATEUCTLI
9101,9101,Fr,80,nāuh-pōhualli
9102,9102,Fr,83,nāuh-pōhualli-om-ēyi
9103,9103,Fr,85,nāuh-pōhualli-om-mācuīlli
9104,9104,Fr,90,nāuh-pōhualli-om-mahtlāctli
9105,9105,Fr,93,nāuh-pōhualli-om-mahtlāctli-om-ēyi
9106,9106,Fr,92,nāuh-pōhualli-om-mahtlāctli-om-ōme
9107,9107,Fr,91,nāuh-pōhualli-om-mahtlāctli-on-cē
9108,9108,Fr,94,nāuh-pōhualli-om-mahtlāctli-on-nāhui
9109,9109,Fr,82,nāuh-pōhualli-om-ōme
9110,9110,Fr,95,nāuh-pōhualli-on-caxtōlli
9111,9111,Fr,98,nāuh-pōhualli-on-caxtōlli-om-ēyi
9112,9112,Fr,97,nāuh-pōhualli-on-caxtōlli-om-ōme
9113,9113,Fr,96,nāuh-pōhualli-on-caxtōlli-on-cē
9114,9114,Fr,99,nāuh-pōhualli-on-caxtōlli-on-nāhui
9115,9115,Fr,81,nāuh-pōhualli-on-cē
9116,9116,Fr,87,nāuh-pōhualli-on-chicōme
9117,9117,Fr,86,nāuh-pōhualli-on-chicuacē
9118,9118,Fr,88,nāuh-pōhualli-on-chicuēyi
9119,9119,Fr,89,nāuh-pōhualli-on-chiucnāhui
9120,9120,Fr,84,nāuh-pōhualli-on-nāhui
9121,9121,Fr,"Quatre-Roseau', jour du calendrier rituel que l'on choisissait pour procéder aux rites d'installation d'un nouveau souverain.",NAUHACATL
9122,9122,Fr,"Neuf-Vent', l'un des jours du calendrier rituel considéré comme favorable.",NAUHEHECATL
9123,9123,Fr,"mesure pour liquides, une pinte, environs un demi litre.",NAUHTLACOTL
9124,9124,Fr,"Le Vieillard des quatre dimensions, autre nom ou titre du dieu du feu.",NAUHYOHUEHUEH
9125,9125,Fr,"Le Seigneur des quatre dimension, autre nom ou titre du dieu du feu.",NAUHYOTEUCTLI
9126,9126,Fr,"le jeûne pour les roseaux, nom d'un jeûne rituel",NEACAZAHUALIZTLI
9127,9127,Fr,Diarrhée.,NEAMINALIZTLI
9128,9128,Fr,Rechute d'une maladie ou suite de l'accouchement.,NECAXANILIZTLI
9129,9129,Fr,qui a une parure.,NECHIHCHIHUALEH
9130,9130,Fr,qui a une parure.,NECHIHCHIHUALEH
9131,9131,Fr,"Action de se parer,de s'arranger.",NECHIHCHIHUALIZTLI
9132,9132,Fr,"Action de se parer,de s'arranger.",NECHIHCHIHUALIZTLI
9133,9133,Fr,"Parure, toilette.",NECHIHCHIHUALLI
9134,9134,Fr,"Parure, toilette.",NECHIHCHIHUALLI
9135,9135,Fr,Parure.,NECHIHCHIUHTLI
9136,9136,Fr,Parure.,NECHIHCHIUHTLI
9137,9137,Fr,Parure.,NECHIHUALLI
9138,9138,Fr,Parure.,NECHIHUALLI
9139,9139,Fr,v.impers. on se lamente sur soi même.,NECHOQUILILO
9140,9140,Fr,v.impers. on se salue mutuellement avec des larmes.,NECHOQUIZTLAHPALOLO
9141,9141,Fr,action de danser en serpentant.,NECOCOLOLIZTLI
9142,9142,Fr,"Double adversaire, l'un des noms de Tezcatlipoca.",NECOCYAOTZIN
9143,9143,Fr,Douleur de la rate.,NECOMALCOCOLIZTLI
9144,9144,Fr,Fourmi mellifère.,NECUAZCATL
9145,9145,Fr,"ou NECUILCHILPILOLIZTLI, Hémorroides.",NECUILCHILQUIXTILIZTLI
9146,9146,Fr,Arbre qui brûle en projetant beaucoup d'étincelles.,NEHCALIZCUAHUITL
9147,9147,Fr,"on danse, tout le monde danse.",NEHTOTILO
9148,9148,Fr,Action d'offrir des épines d'agave couvertes de son sang.,NEHUITZMANALIZTLI
9149,9149,Fr,ou NEHZOTLALIZTLI Vomissements,NEIHZOTLALIZTLI
9150,9150,Fr,on se brûle les mains (au poignet).,NEMATLATILO
9151,9151,Fr,Maladies des oreilles.,NENACAZCOCOLIZTLI
9152,9152,Fr,Incision faite à l'oreille pour recueillir du sang qui sera offert aux dieux.,NENACAZTEQUILIZTLI
9153,9153,Fr,percement des oreilles.,NENACAZXAPOTLALIZTLI
9154,9154,Fr,orné d'une croix.,NENEPANIUHQUI
9155,9155,Fr,orné d'une croix.,NENEPANIUHQUI
9156,9156,Fr,Peinture corporelle.,NEOHZALIZTLI
9157,9157,Fr,Peinture corporelle.,NEOHZALIZTLI
9158,9158,Fr,Peinture corporelle à l'ocre rouge.,NEOHZALLI
9159,9159,Fr,Peinture corporelle à l'ocre rouge.,NEOHZALLI
9160,9160,Fr,"Révérence, génuflexion, action de s'incliner.",NEPACHOLIZTLI
9161,9161,Fr,disperser d'innombrables plumes sur quelqu'un.,NEPAPANIHHUITZEHTZELOA
9162,9162,Fr,disperser d'innombrables plumes sur quelqu'un.,NEPAPANIHHUITZEHTZELOA
9163,9163,Fr,orner quelqu'un d'innombrables plumes.,NEPAPANIHHUIYOTIA
9164,9164,Fr,orner quelqu'un d'innombrables plumes.,NEPAPANIHHUIYOTIA
9165,9165,Fr,Action de s'incliner humblement.,NEPECHTECALIZTLI
9166,9166,Fr,"v.t. tē-., faire une grande révérence à quelqu'un",NEPECHTEQUILIA
9167,9167,Fr,Fracture (d'un os).,NEPOZTEQUILIZTLI
9168,9168,Fr,nom d'une forme de jeûne rituel.,NETLAHCAHZAHUALIZTLI
9169,9169,Fr,"Genuflexion, action de se mettre à genoux.",NETLANCUAQUETZALIZTLI
9170,9170,Fr,"Parure extraordinaire, mise recherchée.",NETOPALQUETZALIZTLI
9171,9171,Fr,"Parure extraordinaire, mise recherchée.",NETOPALQUETZALIZTLI
9172,9172,Fr,,netzolin
9173,9173,Fr,on lave sa crasse. Nom d'un bain rituel pris après une période de jeûne.,NETZOPACO
9174,9174,Fr,,neuctic
9175,9175,Fr,"Abeille, mouche à miel.",NEUCZAYOLIN
9176,9176,Fr,"Ce qui sert à se parer, fard.",NEXAHUALONI
9177,9177,Fr,"Ce qui sert à se parer, fard.",NEXAHUALONI
9178,9178,Fr,,nexēhuac
9179,9179,Fr,,nexhuauhtli
9180,9180,Fr,"Parure, coiffure.",NEXINTLI
9181,9181,Fr,"Parure, coiffure.",NEXINTLI
9182,9182,Fr,,nexmetl
9183,9183,Fr,"on répand des cendres, pour permettre à ceux qui ont été sacrifiés de rejoindre le séjour des morts.",NEXPIXOLO
9184,9184,Fr,,nextamalxōchitl
9185,9185,Fr,ofrande de sacrifices rituels.,NEXTLAHUALIZTLI
9186,9186,Fr,action de disposer un lit de zacate.,NEZACAPECHTEMALIZTLI
9187,9187,Fr,"le jeûne, l'acte de jeûner.",NEZAHUALIZTLI
9188,9188,Fr,"Le Prince du jeûne, l'un des titres de Tezcatlipoca.",NEZAHUALPILLI
9189,9189,Fr,acte de se saigner.,NEZOLIZTLI
9190,9190,Fr,,nōcheznohpalli
9191,9191,Fr,,nōcheztic
9192,9192,Fr,,nōchnohpalli
9193,9193,Fr,Manteau en filet teint à la cochinille.,NOCHPALCUECHINTLI
9194,9194,Fr,Manteau en filet teint à la cochinille.,NOCHPALCUECHINTLI
9195,9195,Fr,Avec un motif de fleurs rouge carmin.,NOCHPALLAXOCHYOH
9196,9196,Fr,Avec un motif de fleurs rouge carmin.,NOCHPALLAXOCHYOH
9197,9197,Fr,Pagne teint à la cochinille de rouge carmin.,NOCHPALMAXTLATL
9198,9198,Fr,Pagne teint à la cochinille de rouge carmin.,NOCHPALMAXTLATL
9199,9199,Fr,,nohpallacotl
9200,9200,Fr,"Figuier de Barbarie, Opunia sp.",NOHPALLI
9201,9201,Fr,"figues de barbarie, servent de projectiles au cours de combats rituels.",NOHPALLI
9202,9202,Fr,,nohpalli
9203,9203,Fr,,nohpalocōxōchitl
9204,9204,Fr,,nohpalxōchitl
9205,9205,Fr,Mitre en peau de jaguar.,OCELOCOPILLI
9206,9206,Fr,Mitre en peau de jaguar.,OCELOCOPILLI
9207,9207,Fr,Cf. TLAHCUILOLCUAHUITL,OCELOCUAHUITL
9208,9208,Fr,,"ocēlōcuahuitl, également nommé tlahcuilōlcuahuitl."
9209,9209,Fr,Jupe en peau de jaguar.,OCELOCUEITL
9210,9210,Fr,Jupe en peau de jaguar.,OCELOCUEITL
9211,9211,Fr,Peau de jaguar.,OCELOEHUATL
9212,9212,Fr,Peau de jaguar.,OCELOEHUATL
9213,9213,Fr,Peint pour ressembler à une peau de jaguar.,OCELOIHCUILIUHQUI
9214,9214,Fr,Peint pour ressembler à une peau de jaguar.,OCELOIHCUILIUHQUI
9215,9215,Fr,Bourse d'encens en peau de jaguar ou peinte comme une peau de jaguar.,OCELOIYATAZTLI
9216,9216,Fr,Bourse d'encens en peau de jaguar ou peinte comme une peau de jaguar.,OCELOIYATAZTLI
9217,9217,Fr,Motif qui représente une patte de jaguar.,OCELOMATETEPONTLI
9218,9218,Fr,Motif qui représente une patte de jaguar.,OCELOMATETEPONTLI
9219,9219,Fr,,"ocēlōmetl, espèce d'agave."
9220,9220,Fr,"orné sur les côtés de peau de jaguar, est dit de sandales.",OCELONACACEH
9221,9221,Fr,"orné sur les côtés de peau de jaguar, est dit de sandales.",OCELONACACEH
9222,9222,Fr,Mante figurant au milieu une peau de jaguar et ayant pour bordure des bandes rouges,OCELOTENTLAPALLI
9223,9223,Fr,Mante figurant au milieu une peau de jaguar et ayant pour bordure des bandes rouges,OCELOTENTLAPALLI
9224,9224,Fr,Orné du motif d'une patte de jaguar.,OCELOTETEPOYOH
9225,9225,Fr,Orné du motif d'une patte de jaguar.,OCELOTETEPOYOH
9226,9226,Fr,Mante qui porte le motif du jaguar.,OCELOTILMAHTLI
9227,9227,Fr,Mante qui porte le motif du jaguar.,OCELOTILMAHTLI
9228,9228,Fr,"Jaguar', 14ème signe du calendrier rituel.",OCELOTL
9229,9229,Fr,Vase contenant du pulque.,OCELOTLACHICOMITL
9230,9230,Fr,Vase contenant du pulque.,OCELOTLACHICOMITL
9231,9231,Fr,Sorte d'araignée tigrée également appelée ehcatocatl.,OCELOTOCATL
9232,9232,Fr,,"ocēlōxōchitl, Oeil de paon, Tigridia pavonia."
9233,9233,Fr,11ème fête annuelle.,OCHPANIZTLI
9234,9234,Fr,,ocixōchitl
9235,9235,Fr,,"ocōpetlatl, nom d'une fougère arborescente tropicale, Cyathea mexicana Ch. and Sch."
9236,9236,Fr,,"ocōpichin, plante du genre Cosmos, peut-être Cosmos diversifolia."
9237,9237,Fr,,ocōpipin
9238,9238,Fr,,ocōpiyaztli
9239,9239,Fr,,ocōquilitl
9240,9240,Fr,,ocōquiltic
9241,9241,Fr,"ou OCOCUAHUITL, nom générique du pin. Angl., Pine Pinus sp.",OCOTL
9242,9242,Fr,,ocotl
9243,9243,Fr,"ou XOCHIOCOTZOCUAHUITL Liquidambar d'Amérique ou styrax américain, arbre qui produit une résine parfumée ou liquidambar, l'ocôtzotl. Liquidambar styraciflua L. sp.",OCOTZOCUAHUITL
9244,9244,Fr,,ocōxōchitl
9245,9245,Fr,,ocōzacatl
9246,9246,Fr,,ocpahtli
9247,9247,Fr,"Baguette servant de mesure à celle qui tisse, nous en ignorons la dimension mais à la forme possédée, toctacayo, désigne la mesure d'une taille humaine.",OCTACATL
9248,9248,Fr,"le pulque, consommé rituellement à l'occasion de fêtes et de cérémonies religieuses il est aussi utilisé pour des libations.",OCTLI
9249,9249,Fr,"Pelage, fourrure.",OHMITL
9250,9250,Fr,"proprement: être en chemin, cheminer et est dit des jours ou plus particulèrement des signes qui les désignent: ohtlatocah , ils cheminent, ils suivent leur cours.",OHTLATOCA
9251,9251,Fr,Pendants d'oreille en tige de maïs séchée.,OHUACUAUHNACOCHTLI
9252,9252,Fr,Pendants d'oreille en tige de maïs séchée.,OHUACUAUHNACOCHTLI
9253,9253,Fr,,ohuātl
9254,9254,Fr,Sandales de caoutchouc.,OLCACTLI
9255,9255,Fr,Sandales de caoutchouc.,OLCACTLI
9256,9256,Fr,taché de large gouttes de caoutchouc liquide.,OLCHACHAPANQUI
9257,9257,Fr,taché de large gouttes de caoutchouc liquide.,OLCHACHAPANQUI
9258,9258,Fr,Nom d'une variété de sauterelles.,OLCHAPOLIN
9259,9259,Fr,"Castilla élastique, arbre dont on tirait le caoutchouc. Esp., arbol del hule. Castilla elastica.",OLCUAHUITL
9260,9260,Fr,"Mouvement', 17ème signe du calendrier rituel.",OLIN
9261,9261,Fr,,ōlōcintli
9262,9262,Fr,,ōlōcuahuitl
9263,9263,Fr,,olōliuhqui
9264,9264,Fr,,ōlōxihuitl
9265,9265,Fr,,ōlōxōchitl
9266,9266,Fr,se peindre la face avec du caoutchouc liquide.,OLXAHUA
9267,9267,Fr,se peindre la face avec du caoutchouc liquide.,OLXAHUA
9268,9268,Fr,40,ōm-pōhualli
9269,9269,Fr,43,ōm-pōhualli-om-ēyi
9270,9270,Fr,45,ōm-pōhualli-om-mācuīlli
9271,9271,Fr,50,ōm-pōhualli-om-mahtlāctli
9272,9272,Fr,53,ōm-pōhualli-om-mahtlāctli-om-ēyi
9273,9273,Fr,52,ōm-pōhualli-om-mahtlāctli-om-ōme
9274,9274,Fr,51,ōm-pōhualli-om-mahtlāctli-on-cē
9275,9275,Fr,54,ōm-pōhualli-om-mahtlāctli-on-nāhui
9276,9276,Fr,42,ōm-pōhualli-om-ōme
9277,9277,Fr,55,ōm-pōhualli-on-caxtōlli
9278,9278,Fr,58,ōm-pōhualli-on-caxtōlli-om-ēyi
9279,9279,Fr,57,ōm-pōhualli-on-caxtōlli-om-ōme
9280,9280,Fr,56,ōm-pōhualli-on-caxtōlli-on-cē
9281,9281,Fr,59,ōm-pōhualli-on-caxtōlli-on-nāhui
9282,9282,Fr,41,ōm-pōhualli-on-cē
9283,9283,Fr,47,ōm-pōhualli-on-chicōme
9284,9284,Fr,46,ōm-pōhualli-on-chicuacē
9285,9285,Fr,48,ōm-pōhualli-on-chicuēyi
9286,9286,Fr,49,ōm-pōhualli-on-chiucnāhui
9287,9287,Fr,44,ōm-pōhualli-on-nāhui
9288,9288,Fr,"Deux-Roseau', nom d'un jour et d'une divinité. On érigeait sous ce signe une représentation de cette divinité que l'on conservait pendant deux cent jours.",OMACATL
9289,9289,Fr,"Nom tiré du calendrier d'un dieu qui préside aux festins, aux réjouissances et à la danse.",OMACATL
9290,9290,Fr,,omacatl2.jpg (4 Ko)
9291,9291,Fr,2,ōme
9292,9292,Fr,"Deux-Dieu, nom formé sur le modèle des noms tirés du calendrier, désigne une divinité qui ne semble guère jouer de rôle dans le rituel mais qui avec son épouse Ome Cihuatl est à l'origine du Jour, tonalli, principe qui à partir de la naissance régit tout le destin d'un vivant.",OME TEOTL
9293,9293,Fr,"Deux-Lapin, nom tiré du calendrier, désigne un jour ou une année placée sous le signe des dieux du pulque et de l'ivresse. Ce signe est lui-même un divinité.",OME TOCHTLI
9294,9294,Fr,,ōmequilitl
9295,9295,Fr,Sandales des dieux du pulque.,OMETOCHCACTLI
9296,9296,Fr,Sandales des dieux du pulque.,OMETOCHCACTLI
9297,9297,Fr,qui porte le bouclier des dieux du pulque.,OMETOCHCHIMALEH
9298,9298,Fr,qui porte le bouclier des dieux du pulque.,OMETOCHCHIMALEH
9299,9299,Fr,Bouclier des dieux du pulque.,OMETOCHCHIMALLI
9300,9300,Fr,Bouclier des dieux du pulque.,OMETOCHCHIMALLI
9301,9301,Fr,,omiquilitl
9302,9302,Fr,Tringle à tisser en os.,OMITZOTZOPAZTLI
9303,9303,Fr,Nom d'une maladie des organes génitaux.,OMIXOCHITL
9304,9304,Fr,,omixōchitl
9305,9305,Fr,,omizazal
9306,9306,Fr,"unité de mesure, deux cemiztitl, deux fois 15 à 17 cm.",OMIZTITL
9307,9307,Fr,"unité de mesure, deux cemiztitōntli, deux petits empans.",OMIZTITONTLI
9308,9308,Fr,deux doigts.,OMMAHPILLI
9309,9309,Fr,deux brasses.,OMMATL
9310,9310,Fr,qui a deux brasses.,ONTLANAHUATECTLI
9311,9311,Fr,"dans une liste de noms attribués à Mixcoatl, le dieu chichimèque.",OPOCHEH
9312,9312,Fr,"La Main Gauche, dieu honoré par les population de la lagune, il serait une manifestation de Tlaloc, on lui attribuait l'invention du filet de pèche, du propulseur de dards, du trident pour attraper le poisson, des rames et des filets pour la chasse aux oiseaux.",OPOCHTLI
9313,9313,Fr,"avoir des relations sexuelles (avec un homme), cause de souillure rituelle en période de jeûne. Cf. aussi cihuācochi.",OQUICHCOCHI
9314,9314,Fr,,oquichpahtli
9315,9315,Fr,,oquichxōchitl
9316,9316,Fr,Bouclier en bambou.,OTLACHIMALLI
9317,9317,Fr,Bouclier en bambou.,OTLACHIMALLI
9318,9318,Fr,"joncs longs et fins, servent d'arme au cours de combats rituels.",OTLAPITZACTLI
